id;description;VIO
951901654848258;"Karl Valentin hat es auf den Punkt gebracht: "" ... und das Ritterfräulein Annerl ward von einem Neger schwanger. Doch der Ritter sagt nur: Scheiß, Hauptsach is, es wird ka Preiß! Ja so warns, ja so warns, ja so warns, die oidn Rittersleut ... "" (Das waren aber - nur -  die Ritter aus Grünwald im Isartal!!!)";FALSE
925434340828323;"Österreich Herbert Klickl FPÖ zu Lage der Zuwanderung

https://www.google.de/url?sa=t&source=web&rct=j&ei=apdtVZLPGoSwsQGPnYDwAg&url=http://www.youtube.com/watch%3Fv%3DJzCH44IdlZQ&ved=0CCEQtwIwAg&usg=AFQjCNFZG948qgMYYjJhaQoIQUJ2SBcCUA&sig2=nuiMUUVwMqoko7RkFrehLQ";FALSE
882849821753442;Es war doch sicher wieder der Nazi von nebenan... Oder Putin ist schuld...;FALSE
862798533758571;Es ist egal wieviel am Montag kommen wir bringen jeder wieder einen wöchentlich mit .;FALSE
982677185104038;Ramon De la Perez...Lass deine Krankheit bitte behandeln!;FALSE
1063752610329828;Das gute alte Schulsystem .....es fehlt einfach an allen Ecken !!!;FALSE
982744198430670;Wenn dann dieser Abschaum erst mal hier eingefallen ist, wird es garantiert auch nicht besser. Lass diesem Pack nicht seinen Willen und es tickt unkontrollierbar aus.;FALSE
855122491192842;Soweit ich weiß muss Grönemeyer für die bunte Republik ja nicht zahlen da er in  UK lebt und da als Künstler sehr wenig steuern zahlt.;FALSE
982695061768917;Ungarn schuetzt seine Grenzen Die Linken kennen das von der Mutterpartei.;FALSE
855026477869110;oh es wird sich schon noch rausstellen,wer hier ein Dummkopf ist,Frau Gerken!;FALSE
882953871743037;Mit den Zug? Bist wohl verrückt..? Du weist wohl nicht was da los ist.. Ohne Fahrkarten ... Frauen angemacht...Rauchen u.s. w;FALSE
1052404578131298;"Thomas Miles nur ""einen"" Artikel lesen, hilft da manchmal nicht. Es gab eine Aufklärung und zwar hat sein eigener Freund/Mitbewohner den Mann erstochen. Kannst ja mal googeln, das müsste wohl noch zu finden sein.";FALSE
1018198791551877;Merkel will die Fluchtlinge direkt von Turkisch abholen;FALSE
1012899118748511;Auch seine Worten werden kein Gehör finden. Die Irre ist nämlich taub.;FALSE
1035131663191923;Geh an Bahnhof Klatschen Tiefflieger;FALSE
982677191770704;Naja Griechenland wäre das erste Land. Dann kommt Serbien. Und zu dritt Ungarn. Mir tut Ungarn leid weil Sie bereits so viele Flüchtlinge in Ihrem Land aufgenommen haben. Ich rede nicht von Syrien..;FALSE
985509614820795;Sophie SK;FALSE
985429798162110;da frag ich mich was da die pro heinis und linken und wie se alle heissen immer so rum meckern. se wollen doch alles bunt und ich sehe auf den fotos ganz viele bunte Pegidas. also alles richtig,. macht weiter so;FALSE
1106093872762368;...und dann lacht der Muhezin vom Minarett - die Deutschen sind im Kopf nicht mehr komplett - denn Merkel kniet vor Perversogan und macht sich an seine .... ran;FALSE
1012654905439599;das ist ja auch verlingt auf dem Facebook Beitrag : Interkultureller wintermarkt magdeburg da hatte ich das so eben auch gelesen;FALSE
1063646403673782;Und plötzlich ist es der grüne Fleck Deutschlands?;FALSE
982643175107439;So fängt es an.;FALSE
989388821099541;Da haut den Fass den Boden aus, Kündigungen von Deutschen zugunsten der Migranten ( nicht Flüchtlingen)  N 24 wortwörtlich ja sollen wir vielleicht Suizid begehen, damit diese Herrschaften in unsere Wohnungen ziehen können ...ich glaub es nicht mehr , ich kann schon nicht mehr schlafen, sitze Nachts da im Netz , ich habe nur mehr Angst, Angst, Angst;FALSE
1012417532130003;"[@IND] Zum 25. Jahrestag der DDR (1974) wurde ein Emblem in Form eines Vexierbildes geschaffen, das bei näherem Hinsehen einen ""heraushängenden Pferdekopf"" erkennen ließ. Wunderbare Designleistung! Zum Leidwesen der Partei- und Staatsführung war es schon DDR-weit verbreitet und konnte nicht mehr zurückgenommen werden.";FALSE
855002434538181;Man darf gespannt sein,  jetzt muss bissel mehr kommen! !;FALSE
982668918438198;"Is ja lustig! Zuhause vor ""Angst"" geflohen, und in Ungarn dann auf dicke Hose machen!!
Ganz schön traumatisiert die Vögel!!";FALSE
993508334020923;Spiegel schauermärchen. ..;FALSE
1035442683160821;Danke!;FALSE
1010244405680649;"Pentagon-Bericht enthüllt: Folgende Staaten wirkten an der Entstehung der ISIS mit.
Die USA und westliche Staaten haben gemeinsam mit der Türkei, Saudi-Arabien, Katar und anderen sunnitischen Golfstaaten wissentlich radikal-sunnitisch-islamische Gruppen in Syrien unterstützt, woraus der ""Islamische Staat""(die ISIS) entstanden ist. Dieser wurde vom Pentagon jedoch - trotz aller ebenfalls erkannten Gefahren - als hilfreich bei der Destabilisierung des syrischen Regimes gesehen.";FALSE
991240157581074;Jetzt es bei mir garnicht mehr;FALSE
1095902937114795;Sofort die schweine schiessen sonst die muslime bringen uns um! Dass ist eine riesige teroristische organisation! Und islam v EU gesetzlich verboten und zwar sofort.. Ich habe angst um unsere zukunft ! Unsere sicherheit! Um unsere kinder!;TRUE
1012900032081753;Ohh, die jüdischen Mitbürger bekommen Angst vor der Überzahl der Islamischen. Wie das so plötzlich?;FALSE
